Sentence,grade
The cow tongue and cheek tacos are amazing.,2
My friend did not like his Bloody Mary.,0
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
They really want to make your experience a good one.,2
I will not return.,0
I had the chicken Pho and it tasted very bland.,0
Very disappointing!!!,0
The grilled chicken was so tender and yellow from the saffron seasoning.,2
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
Pretty awesome place.,2
Ambience is perfect.,2
Best of luck to the rude and non-customer service focused new management.,0
Any grandmother can make a roasted chicken better than this one.,0
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",2
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,2
The roast beef sandwich tasted really good!,2
"Same evening, him and I are both drastically sick.",0
High-quality chicken on the chicken Caesar salad.,2
Ordered burger rare came in we'll done.,0
We were promptly greeted and seated.,2
Tried to go here for lunch and it was a madhouse.,0
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",2
"After waiting an hour and being seated, I was not in the greatest of moods.",0
This is a good joint.,2
The Macarons here are insanely good.,2
I'm not eating here!,0
"Our waiter was very attentive, friendly, and informative.",2
Maybe if they weren't cold they would have been somewhat edible.,0
This place has a lot of promise but fails to deliver.,0
Very bad Experience!,0
What a mistake.,0
Food was average at best.,0
Great food.,2
We won't be going back anytime soon!,0
Very Very Disappointed ordered the $35 Big Bay Plater.,0
Great place to relax and have an awesome burger and beer.,2
It is PERFECT for a sit-down family meal or get together with a few friends.,2
"Not much flavor to them, and very poorly constructed.",0
The patio seating was very comfortable.,2
The fried rice was dry as well.,0
Hands down my favorite Italian restaurant!,2
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",2
It was just not a fun experience.,2
The atmosphere was great with a lovely duo of violinists playing songs we requested.,2
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",2
"Very convenient, since we were staying at the MGM!",2
The owners are super friendly and the staff is courteous.,2
Both great!,2
Eclectic selection.,2
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,2
The staff was very attentive.,2
And the chef was generous with his time (even came around twice so we can take pictures with him).,2
"The owner used to work at Nobu, so this place is really similar for half the price.",2
Google mediocre and I imagine Smashburger will pop up.,0
dont go here.,0
I promise they won't disappoint.,2
As a sushi lover avoid this place by all means.,0
What a great double cheeseburger!,2
Awesome service and food.,2
A fantastic neighborhood gem !!!,2
I can't wait to go back.,2
The plantains were the worst I've ever tasted.,0
It's a great place and I highly recommend it.,2
Service was slow and not attentive.,0
"I gave it 5 stars then, and I'm giving it 5 stars now.",2
Your staff spends more time talking to themselves than me.,0
Dessert: Panna Cotta was amazing.,2
"Very good food, great atmosphere.1",2
Damn good steak.,2
Total brunch fail.,0
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",2
"The decor is nice, and the piano music soundtrack is pleasant.",2
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,2
"Good food , good service .",2
It was absolutely amazing.,2
"I probably won't be back, to be honest.",0
will definitely be back!,2
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,2
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",2
Went for lunch - service was slow.,0
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
I was mortified.,0
"Needless to say, we will never be back here again.",0
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
"The chips that came out were dripping with grease, and mostly not edible.",0
I wasn't really impressed with Strip Steak.,0
Have been going since 2007 and every meal has been awesome!!,2
Our server was very nice and attentive as were the other serving staff.,2
The cashier was friendly and even brought the food out to me.,2
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
The atmosphere here is fun.,2
Would not recommend to others.,0
"Service is quick and even ""to go"" orders are just like we like it!",2
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
"That said, our mouths and bellies were still quite pleased.",2
Not my thing.,0
2 Thumbs Up!!,2
If you are reading this please don't go there.,0
"I loved the grilled pizza, reminded me of legit Italian pizza.",2
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,2
They have a really nice atmosphere.,2
Tonight I had the Elk Filet special...and it sucked.,0
"After one bite, I was hooked.",2
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
"Cute, quaint, simple, honest.",2
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,2
"The food was great as always, compliments to the chef.",2
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,2
Awesome selection of beer.,2
Great food and awesome service!,2
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",2
A FLY was in my apple juice.. A FLY!!!!!!!!,0
The Han Nan Chicken was also very tasty.,2
"As for the service, I thought it was good.",2
